Average reception service time (min),Average nurse service time(min),Average cubicle service time(hours),Average bed service time(hours),Average reception queue time(min),Average nurse queue time(min),Average cubicle queue time(min),Average bed queue time(min),Total time operating(days),Total patients,Total deceased,Total recovered,Ration deceased,Ratio recovered,Total ratio,Receptionist bill ($),Nurse bill ($),Cubicle bill ($),Bed bill ($),Total expenditure ($),Total revenue ($),Total profit ($)
7.31,23.97,1.0,2.63,2.91,5.09,4.1,6.83,7.0,311,81.0,230.0,0.2604501607717042,0.7395498392282959,1.0,22667.97,70522.56,161194.42,483583.27,737968.22,2332500,1594531.78
6.73,26.04,1.0,3.05,2.07,5.01,6.15,32.92,6.99,305,92.0,213.0,0.3016393442622951,0.6983606557377049,1.0,22655.77,70484.61,161107.68,483323.03,737571.09,2287500,1549928.91
6.88,25.62,0.93,3.21,1.89,5.5,8.76,30.18,7.0,291,77.0,214.0,0.2646048109965636,0.7353951890034365,1.0,22679.1,70557.19,161273.58,483820.75,738330.63,2182500,1444169.37
6.55,27.31,0.97,2.97,1.49,8.64,9.18,13.11,6.98,308,78.0,230.0,0.2532467532467532,0.7467532467532467,1.0,22619.87,70372.93,160852.42,482557.26,736402.49,2310000,1573597.51
7.51,25.8,1.0,2.57,2.26,4.08,1.73,3.74,6.95,268,73.0,195.0,0.27238805970149255,0.7276119402985075,1.0,22508.08,70025.13,160057.43,480172.29,732762.93,2010000,1277237.07
7.33,23.93,0.97,3.28,1.81,3.64,1.6,12.33,6.99,290,77.0,213.0,0.2655172413793103,0.7344827586206897,1.0,22649.41,70464.83,161062.47,483187.41,737364.13,2175000,1437635.87
7.19,25.57,1.15,3.05,1.62,3.06,3.44,3.34,6.97,276,63.0,213.0,0.22826086956521738,0.7717391304347826,1.0,22596.01,70298.69,160682.73,482048.18,735625.61,2070000,1334374.39
6.36,26.32,0.89,3.12,1.2,2.66,1.04,8.23,6.97,287,84.0,203.0,0.2926829268292683,0.7073170731707317,1.0,22573.33,70228.14,160521.47,481564.4,734887.33,2152500,1417612.67
6.69,23.09,0.91,2.96,1.66,3.96,1.71,11.86,6.99,299,66.0,233.0,0.22073578595317725,0.7792642140468228,1.0,22656.8,70487.82,161115.02,483345.07,737604.71,2242500,1504895.29
6.78,23.45,0.94,2.76,2.18,3.79,4.36,5.85,7.0,285,72.0,213.0,0.25263157894736843,0.7473684210526316,1.0,22677.35,70551.75,161261.15,483783.45,738273.69,2137500,1399226.31
7.6,26.82,0.98,3.11,3.04,8.7,11.1,40.33,6.99,317,94.0,223.0,0.29652996845425866,0.7034700315457413,1.0,22636.12,70423.5,160968.0,482903.99,736931.61,2377500,1640568.39
6.57,28.17,1.06,2.82,2.07,7.67,4.64,7.17,6.97,290,82.0,208.0,0.2827586206896552,0.7172413793103448,1.0,22592.91,70289.06,160660.7,481982.1,735524.76,2175000,1439475.24
6.68,28.53,0.92,3.18,1.67,7.61,0.69,3.57,7.0,278,57.0,221.0,0.20503597122302158,0.7949640287769785,1.0,22673.1,70538.52,161230.91,483692.72,738135.24,2085000,1346864.76
6.65,22.58,0.97,2.84,1.8,3.74,5.22,6.59,6.99,314,85.0,229.0,0.27070063694267515,0.7292993630573248,1.0,22647.82,70459.89,161051.19,483153.56,737312.47,2355000,1617687.53
7.81,23.57,0.94,3.21,2.75,3.9,1.55,27.39,6.97,293,72.0,221.0,0.24573378839590443,0.7542662116040956,1.0,22568.28,70212.41,160485.51,481456.53,734722.73,2197500,1462777.27
6.61,25.26,1.04,2.73,2.01,4.08,4.7,2.24,7.0,303,76.0,227.0,0.2508250825082508,0.7491749174917491,1.0,22669.21,70526.42,161203.24,483609.71,738008.57,2272500,1534491.43
6.87,24.4,1.01,3.11,1.43,3.86,1.62,6.96,6.91,277,64.0,213.0,0.23104693140794225,0.7689530685920578,1.0,22381.86,69632.47,159159.93,477479.78,728654.04,2077500,1348845.96
6.29,24.95,0.98,3.21,1.79,4.28,1.7,25.46,6.97,296,73.0,223.0,0.24662162162162163,0.7533783783783784,1.0,22567.69,70210.6,160481.38,481444.15,734703.83,2220000,1485296.17
7.11,24.44,1.09,3.18,2.48,3.74,3.83,26.16,6.99,301,59.0,242.0,0.19601328903654486,0.8039867109634552,1.0,22663.52,70508.74,161162.84,483488.53,737823.64,2257500,1519676.36
6.72,24.44,0.96,2.71,2.49,2.63,1.65,6.75,6.99,286,72.0,214.0,0.2517482517482518,0.7482517482517482,1.0,22644.64,70450.0,161028.58,483085.74,737208.96,2145000,1407791.04
7.15,25.31,1.02,2.86,2.37,3.74,5.95,6.74,7.0,304,85.0,219.0,0.27960526315789475,0.7203947368421053,1.0,22672.56,70536.86,161227.11,483681.32,738117.85,2280000,1541882.15
6.81,27.58,0.94,3.03,1.7,3.48,1.31,4.29,6.99,274,78.0,196.0,0.2846715328467153,0.7153284671532847,1.0,22641.56,70440.4,161006.64,483019.91,737108.52,2055000,1317891.48
7.19,25.49,0.86,3.07,2.53,6.67,1.43,8.3,6.98,296,68.0,228.0,0.22972972972972974,0.7702702702702703,1.0,22611.18,70345.9,160790.62,482371.87,736119.57,2220000,1483880.43
7.13,24.61,0.99,2.89,2.27,6.83,3.46,7.04,6.99,318,86.0,232.0,0.27044025157232704,0.7295597484276729,1.0,22662.0,70504.0,161152.0,483456.0,737773.99,2385000,1647226.01
6.97,25.43,1.0,2.97,2.84,8.34,4.27,17.13,7.0,326,74.0,252.0,0.22699386503067484,0.7730061349693251,1.0,22663.9,70509.92,161165.52,483496.56,737835.9,2445000,1707164.1
7.13,25.47,1.04,2.9,2.06,4.05,6.73,8.15,6.99,286,72.0,214.0,0.2517482517482518,0.7482517482517482,1.0,22637.49,70427.75,160977.72,482933.16,736976.13,2145000,1408023.87
7.35,24.56,0.98,2.96,1.74,5.16,1.61,11.32,7.0,306,86.0,220.0,0.28104575163398693,0.7189542483660131,1.0,22675.81,70546.97,161250.22,483750.65,738223.66,2295000,1556776.34
6.63,24.17,0.94,3.09,2.0,5.66,3.61,8.55,7.0,316,77.0,239.0,0.24367088607594936,0.7563291139240507,1.0,22679.34,70557.96,161275.33,483825.98,738338.61,2370000,1631661.39
7.25,25.22,1.05,3.2,1.36,5.47,3.47,10.3,6.96,276,71.0,205.0,0.2572463768115942,0.7427536231884058,1.0,22550.87,70158.26,160361.74,481085.22,734156.09,2070000,1335843.91
7.59,26.11,1.05,3.03,3.12,13.28,5.35,21.65,6.91,312,99.0,213.0,0.3173076923076923,0.6826923076923077,1.0,22395.77,69675.73,159258.81,477776.43,729106.74,2340000,1610893.26
6.87,24.31,0.96,2.93,1.78,3.54,1.78,22.48,7.0,296,81.0,215.0,0.27364864864864863,0.7263513513513513,1.0,22674.62,70543.26,161241.75,483725.24,738184.87,2220000,1481815.13
6.59,27.39,0.82,3.48,1.29,6.7,1.9,16.03,6.99,308,90.0,218.0,0.2922077922077922,0.7077922077922078,1.0,22635.56,70421.75,160964.0,482891.99,736913.29,2310000,1573086.71
7.01,26.19,1.07,2.89,2.77,5.3,7.52,4.81,7.0,303,71.0,232.0,0.23432343234323433,0.7656765676567657,1.0,22672.37,70536.25,161225.71,483677.14,738111.46,2272500,1534388.54
7.15,24.91,1.0,3.03,1.61,3.7,1.91,3.46,6.94,271,76.0,195.0,0.28044280442804426,0.7195571955719557,1.0,22480.09,69938.07,159858.45,479575.34,731851.96,2032500,1300648.04
7.36,24.74,1.09,3.15,2.2,5.11,6.01,14.1,6.99,282,69.0,213.0,0.24468085106382978,0.7553191489361702,1.0,22662.16,70504.49,161153.12,483459.37,737779.15,2115000,1377220.85
6.63,23.03,0.94,2.93,1.37,3.05,1.01,7.68,6.98,278,68.0,210.0,0.2446043165467626,0.7553956834532374,1.0,22622.73,70381.84,160872.78,482618.34,736495.7,2085000,1348504.3
7.1,24.22,1.06,2.69,1.64,1.85,3.43,3.68,6.96,272,56.0,216.0,0.20588235294117646,0.7941176470588235,1.0,22554.71,70170.21,160389.06,481167.18,734281.17,2040000,1305718.83
7.19,23.82,0.96,2.61,3.14,5.8,4.76,6.19,6.99,289,75.0,214.0,0.25951557093425603,0.740484429065744,1.0,22650.41,70467.94,161069.58,483208.75,737396.69,2167500,1430103.31
6.76,25.53,0.91,3.36,2.12,6.58,2.72,20.11,7.0,296,88.0,208.0,0.2972972972972973,0.7027027027027027,1.0,22676.01,70547.59,161251.63,483754.89,738230.12,2220000,1481769.88
6.89,23.37,0.98,2.85,1.32,1.98,5.8,2.46,6.94,292,92.0,200.0,0.3150684931506849,0.684931506849315,1.0,22478.75,69933.9,159848.91,479546.74,731808.31,2190000,1458191.69
7.13,25.55,0.99,2.97,2.3,4.81,7.31,12.03,6.99,319,70.0,249.0,0.219435736677116,0.780564263322884,1.0,22658.27,70492.38,161125.45,483376.34,737652.44,2392500,1654847.56
7.45,23.78,0.96,2.82,2.53,3.74,3.79,2.43,7.0,299,72.0,227.0,0.2408026755852843,0.7591973244147158,1.0,22678.33,70554.82,161268.15,483804.45,738305.75,2242500,1504194.25
6.88,23.19,0.97,2.99,1.76,6.16,4.35,17.87,7.0,315,74.0,241.0,0.23492063492063492,0.765079365079365,1.0,22671.81,70534.51,161221.74,483665.22,738093.27,2362500,1624406.73
7.09,24.71,1.01,3.05,3.5,5.06,5.04,22.94,7.0,320,67.0,253.0,0.209375,0.790625,1.0,22671.76,70534.38,161221.43,483664.3,738091.88,2400000,1661908.12
6.3,24.61,1.08,2.8,1.81,5.35,8.38,5.76,6.99,312,75.0,237.0,0.2403846153846154,0.7596153846153846,1.0,22643.91,70447.73,161023.38,483070.15,737185.17,2340000,1602814.83
7.11,25.92,0.9,3.15,1.81,5.61,0.76,14.96,7.0,282,72.0,210.0,0.2553191489361702,0.7446808510638298,1.0,22669.79,70528.22,161207.37,483622.1,738027.48,2115000,1376972.52
7.2,26.9,0.99,2.73,1.4,4.35,2.89,1.69,6.95,270,53.0,217.0,0.1962962962962963,0.8037037037037037,1.0,22512.24,70038.07,160087.01,480261.04,732898.35,2025000,1292101.65
6.39,24.49,0.95,3.21,1.63,4.4,2.02,39.18,6.97,306,77.0,229.0,0.25163398692810457,0.7483660130718954,1.0,22598.84,70307.51,160702.87,482108.61,735717.83,2295000,1559282.17
6.6,26.98,1.09,3.23,1.87,9.31,5.83,43.72,6.92,312,84.0,228.0,0.2692307692307692,0.7307692307692307,1.0,22405.52,69706.07,159328.17,477984.51,729424.28,2340000,1610575.72
6.62,26.63,0.93,2.64,2.09,6.23,2.41,2.99,6.97,297,85.0,212.0,0.28619528619528617,0.7138047138047138,1.0,22567.11,70208.79,160477.23,481431.69,734684.83,2227500,1492815.17
7.16,23.63,1.0,2.83,2.01,3.81,5.69,6.18,7.0,281,73.0,208.0,0.2597864768683274,0.7402135231316725,1.0,22676.89,70550.33,161257.9,483773.71,738258.83,2107500,1369241.17
6.74,25.94,0.92,3.07,2.03,5.24,2.94,28.46,6.95,308,74.0,234.0,0.24025974025974026,0.7597402597402597,1.0,22502.6,70008.1,160018.51,480055.54,732584.75,2310000,1577415.25
6.4,25.34,0.97,3.19,1.38,4.4,2.4,9.81,6.95,288,68.0,220.0,0.2361111111111111,0.7638888888888888,1.0,22517.12,70053.26,160121.74,480365.22,733057.35,2160000,1426942.65
6.71,27.9,1.1,2.99,2.06,7.91,7.48,5.33,7.0,309,79.0,230.0,0.255663430420712,0.7443365695792881,1.0,22673.85,70540.86,161236.26,483708.78,738159.75,2317500,1579340.25
6.7,26.62,1.0,2.96,2.28,4.18,3.07,24.87,7.0,302,83.0,219.0,0.27483443708609273,0.7251655629139073,1.0,22671.1,70532.32,161216.74,483650.21,738070.38,2265000,1526929.62
7.36,25.27,0.94,2.75,2.03,9.7,3.92,6.04,6.97,311,87.0,224.0,0.2797427652733119,0.7202572347266881,1.0,22572.45,70225.4,160515.2,481545.61,734858.66,2332500,1597641.34
6.43,25.43,1.02,2.98,1.21,4.31,3.19,9.09,6.99,298,78.0,220.0,0.26174496644295303,0.738255033557047,1.0,22653.87,70478.69,161094.15,483282.46,737509.17,2235000,1497490.83
6.98,22.72,1.03,3.25,1.85,3.22,2.72,17.51,6.98,300,75.0,225.0,0.25,0.75,1.0,22629.15,70401.79,160918.37,482755.12,736704.43,2250000,1513295.57
8.11,25.21,0.99,3.12,3.72,7.3,3.43,18.39,6.99,299,74.0,225.0,0.24749163879598662,0.7525083612040134,1.0,22658.12,70491.92,161124.38,483373.14,737647.55,2242500,1504852.45
7.07,23.62,0.96,3.06,1.68,3.91,3.27,14.97,6.99,304,69.0,235.0,0.22697368421052633,0.7730263157894737,1.0,22634.13,70417.3,160953.83,482861.48,736866.74,2280000,1543133.26
7.12,24.54,1.0,2.91,2.24,5.35,3.01,4.07,6.98,277,76.0,201.0,0.2743682310469314,0.7256317689530686,1.0,22630.24,70405.2,160926.17,482778.5,736740.1,2077500,1340759.9
6.46,26.2,0.98,2.97,1.45,3.27,1.72,4.85,6.98,286,76.0,210.0,0.26573426573426573,0.7342657342657343,1.0,22615.75,70360.11,160823.11,482469.32,736268.28,2145000,1408731.72
7.4,24.34,1.04,2.83,1.54,2.3,1.74,7.2,7.0,255,67.0,188.0,0.2627450980392157,0.7372549019607844,1.0,22677.24,70551.42,161260.39,483781.16,738270.2,1912500,1174229.8
6.69,24.82,0.91,3.09,2.12,4.75,3.25,12.62,7.0,291,68.0,223.0,0.23367697594501718,0.7663230240549829,1.0,22679.56,70558.62,161276.85,483830.56,738345.6,2182500,1444154.4
6.3,24.49,0.97,2.99,1.61,2.33,3.04,5.08,6.97,278,70.0,208.0,0.2517985611510791,0.7482014388489209,1.0,22580.54,70250.57,160572.73,481718.19,735122.03,2085000,1349877.97
6.85,27.17,0.95,2.89,1.94,5.43,1.47,4.5,6.98,280,65.0,215.0,0.23214285714285715,0.7678571428571429,1.0,22614.98,70357.73,160817.67,482453.01,736243.39,2100000,1363756.61
7.63,24.37,0.92,2.92,2.91,4.35,2.52,19.98,7.0,282,88.0,194.0,0.3120567375886525,0.6879432624113475,1.0,22667.84,70522.16,161193.5,483580.51,737964.01,2115000,1377035.99
6.85,23.92,1.03,3.1,1.93,3.85,9.5,24.6,7.0,317,76.0,241.0,0.23974763406940064,0.7602523659305994,1.0,22670.84,70531.51,161214.88,483644.65,738061.89,2377500,1639438.11
7.06,23.92,1.08,2.85,2.17,4.45,8.39,10.95,6.97,300,78.0,222.0,0.26,0.74,1.0,22574.36,70231.34,160528.79,481586.36,734920.85,2250000,1515079.15
6.61,24.3,1.02,2.6,2.1,6.68,2.1,7.25,7.0,323,67.0,256.0,0.20743034055727555,0.7925696594427245,1.0,22669.4,70527.03,161204.64,483613.91,738014.97,2422500,1684485.03
7.1,24.78,1.0,2.95,2.2,3.45,6.2,2.62,6.97,296,67.0,229.0,0.22635135135135134,0.7736486486486487,1.0,22571.2,70221.51,160506.31,481518.92,734817.94,2220000,1485182.06
7.43,25.14,1.0,2.81,2.33,4.8,6.17,6.73,6.99,288,88.0,200.0,0.3055555555555556,0.6944444444444444,1.0,22649.93,70466.46,161066.19,483198.56,737381.13,2160000,1422618.87
6.99,22.81,0.91,3.11,1.99,3.16,0.67,12.97,6.97,290,73.0,217.0,0.2517241379310345,0.7482758620689656,1.0,22584.21,70262.0,160598.85,481796.56,735241.63,2175000,1439758.37
6.56,23.45,1.02,3.14,1.95,6.99,7.58,32.32,7.0,336,88.0,248.0,0.2619047619047619,0.7380952380952381,1.0,22667.18,70520.12,161188.85,483566.55,737942.7,2520000,1782057.3
7.1,28.15,1.04,3.08,1.92,9.66,3.73,30.61,7.0,331,81.0,250.0,0.24471299093655588,0.7552870090634441,1.0,22678.9,70556.59,161272.2,483816.61,738324.31,2482500,1744175.69
7.11,24.79,1.11,3.09,1.98,5.27,7.5,9.46,7.0,311,87.0,224.0,0.2797427652733119,0.7202572347266881,1.0,22665.08,70513.59,161173.93,483521.79,737874.4,2332500,1594625.6
7.34,23.64,0.98,2.99,2.69,2.36,5.98,10.41,6.98,296,86.0,210.0,0.2905405405405405,0.7094594594594594,1.0,22620.73,70375.62,160858.55,482575.66,736430.57,2220000,1483569.43
7.15,23.29,0.9,2.79,2.81,3.01,1.74,6.7,6.95,315,70.0,245.0,0.2222222222222222,0.7777777777777778,1.0,22521.46,70066.76,160152.6,480457.81,733198.64,2362500,1629301.36
6.51,22.75,1.04,2.95,1.95,3.51,10.15,5.53,6.99,296,72.0,224.0,0.24324324324324326,0.7567567567567568,1.0,22643.56,70446.63,161020.86,483062.58,737173.62,2220000,1482826.38
6.77,23.78,0.91,2.96,2.7,4.62,1.31,10.12,6.99,316,53.0,263.0,0.16772151898734178,0.8322784810126582,1.0,22642.17,70442.32,161011.01,483033.02,737128.51,2370000,1632871.49
6.94,27.64,1.04,3.14,1.6,7.73,4.39,7.08,6.98,276,66.0,210.0,0.2391304347826087,0.7608695652173914,1.0,22630.04,70404.58,160924.75,482774.25,736733.62,2070000,1333266.38
7.65,28.32,0.98,3.04,2.47,8.86,2.9,33.31,6.95,310,75.0,235.0,0.24193548387096775,0.7580645161290323,1.0,22520.4,70063.45,160145.04,480435.11,733163.99,2325000,1591836.01
6.77,24.33,1.09,2.89,2.19,3.44,2.71,7.83,6.99,298,69.0,229.0,0.23154362416107382,0.7684563758389261,1.0,22651.87,70472.47,161079.93,483239.79,737444.05,2235000,1497555.95
7.61,24.59,0.99,3.39,3.03,6.36,2.85,18.98,6.99,300,68.0,232.0,0.22666666666666666,0.7733333333333333,1.0,22636.73,70425.39,160972.33,482916.98,736951.43,2250000,1513048.57
7.83,24.27,0.97,2.77,2.26,7.09,4.94,8.77,6.96,298,67.0,231.0,0.22483221476510068,0.7751677852348994,1.0,22555.14,70171.55,160392.12,481176.37,734295.19,2235000,1500704.81
7.49,23.84,1.08,3.04,1.96,4.7,2.05,4.3,6.94,280,53.0,227.0,0.18928571428571428,0.8107142857142857,1.0,22476.43,69926.68,159832.42,479497.26,731732.79,2100000,1368267.21
6.31,23.58,0.97,3.16,2.0,6.99,2.85,25.85,6.98,295,74.0,221.0,0.25084745762711863,0.7491525423728813,1.0,22627.01,70395.14,160903.19,482709.56,736634.9,2212500,1475865.1
6.54,25.62,1.03,2.91,1.93,8.61,10.01,5.91,7.0,325,87.0,238.0,0.2676923076923077,0.7323076923076923,1.0,22679.42,70558.21,161275.9,483827.71,738341.25,2437500,1699158.75
7.34,26.32,1.08,3.21,1.84,6.47,3.33,11.43,7.0,296,82.0,214.0,0.27702702702702703,0.722972972972973,1.0,22666.64,70518.42,161184.96,483554.88,737924.9,2220000,1482075.1
6.08,25.17,0.92,3.0,1.12,3.35,1.75,7.96,6.99,295,67.0,228.0,0.2271186440677966,0.7728813559322034,1.0,22639.99,70435.54,160995.51,482986.53,737057.57,2212500,1475442.43
7.65,22.3,1.01,2.9,3.36,4.64,3.5,34.39,6.99,314,75.0,239.0,0.23885350318471338,0.7611464968152867,1.0,22635.36,70421.12,160962.55,482887.65,736906.68,2355000,1618093.32
6.85,25.55,1.02,2.86,2.25,6.52,5.65,44.43,7.0,338,87.0,251.0,0.257396449704142,0.742603550295858,1.0,22668.72,70524.91,161199.78,483599.35,737992.76,2535000,1797007.24
7.51,23.67,1.06,3.03,2.54,4.56,2.79,30.91,7.0,320,69.0,251.0,0.215625,0.784375,1.0,22666.44,70517.81,161183.56,483550.67,737918.47,2400000,1662081.53
7.05,26.8,0.95,2.9,2.1,7.78,3.6,4.58,6.97,300,84.0,216.0,0.28,0.72,1.0,22592.63,70288.19,160658.72,481976.15,735515.69,2250000,1514484.31
7.2,25.6,1.04,2.95,2.07,2.75,1.26,6.58,7.0,282,68.0,214.0,0.24113475177304963,0.7588652482269503,1.0,22675.26,70545.25,161246.28,483738.85,738205.63,2115000,1376794.37
6.7,24.79,0.98,3.14,2.02,5.31,6.26,52.56,6.95,319,96.0,223.0,0.30094043887147337,0.6990595611285266,1.0,22509.44,70029.38,160067.16,480201.49,732807.48,2392500,1659692.52
7.43,25.53,1.01,2.62,3.47,4.77,2.28,4.27,6.98,302,76.0,226.0,0.25165562913907286,0.7483443708609272,1.0,22618.2,70367.73,160840.52,482521.55,736347.99,2265000,1528652.01
7.29,25.06,1.06,3.06,2.57,6.05,5.45,36.03,7.0,311,79.0,232.0,0.2540192926045016,0.7459807073954984,1.0,22675.3,70545.37,161246.57,483739.7,738206.94,2332500,1594293.06
7.16,25.79,0.95,2.97,1.86,5.58,3.07,23.18,6.97,308,85.0,223.0,0.275974025974026,0.724025974025974,1.0,22567.48,70209.94,160479.85,481439.56,734696.83,2310000,1575303.17
6.48,26.5,1.02,3.01,2.61,3.94,2.09,2.94,6.99,286,74.0,212.0,0.25874125874125875,0.7412587412587412,1.0,22640.17,70436.08,160996.75,482990.24,737063.23,2145000,1407936.77
6.81,26.08,0.97,2.9,2.24,8.32,5.34,34.84,6.94,327,84.0,243.0,0.25688073394495414,0.7431192660550459,1.0,22485.84,69955.93,159899.28,479697.83,732038.87,2452500,1720461.13
6.8,25.16,1.06,3.09,1.34,6.44,4.53,19.04,6.99,308,78.0,230.0,0.2532467532467532,0.7467532467532467,1.0,22663.49,70508.64,161162.6,483487.8,737822.53,2310000,1572177.47
7.84,23.6,1.05,2.88,3.86,4.87,4.43,14.97,6.99,329,92.0,237.0,0.2796352583586626,0.7203647416413373,1.0,22657.87,70491.14,161122.62,483367.85,737639.48,2467500,1729860.52
6.97,27.77,0.92,2.82,1.79,6.94,0.75,4.62,6.97,274,58.0,216.0,0.2116788321167883,0.7883211678832117,1.0,22572.81,70226.52,160517.77,481553.31,734870.42,2055000,1320129.58
6.73,24.27,0.97,3.19,2.55,3.82,3.48,9.4,6.96,288,81.0,207.0,0.28125,0.71875,1.0,22557.43,70178.68,160408.41,481225.22,734369.74,2160000,1425630.26
6.84,27.51,0.88,3.0,1.69,6.89,1.29,9.88,6.96,314,70.0,244.0,0.2229299363057325,0.7770700636942676,1.0,22538.16,70118.73,160271.38,480814.14,733742.41,2355000,1621257.59
6.43,26.31,1.0,3.06,1.58,5.2,6.17,29.62,6.98,329,77.0,252.0,0.23404255319148937,0.7659574468085106,1.0,22612.49,70349.96,160799.9,482399.71,736162.06,2467500,1731337.94
6.85,25.02,1.03,2.86,2.24,4.35,5.05,4.06,6.99,300,82.0,218.0,0.2733333333333333,0.7266666666666667,1.0,22654.07,70479.32,161095.58,483286.75,737515.72,2250000,1512484.28
7.26,24.95,1.04,3.04,1.94,8.15,4.85,19.72,6.97,302,67.0,235.0,0.22185430463576158,0.7781456953642384,1.0,22579.29,70246.67,160563.82,481691.45,735081.22,2265000,1529918.78
6.69,26.44,1.05,2.95,2.0,5.2,3.62,7.07,6.99,281,68.0,213.0,0.24199288256227758,0.7580071174377224,1.0,22640.12,70435.92,160996.4,482989.19,737061.62,2107500,1370438.38
6.58,22.7,1.02,3.04,1.69,3.51,7.62,9.92,6.95,297,73.0,224.0,0.24579124579124578,0.7542087542087542,1.0,22502.08,70006.47,160014.78,480044.34,732567.66,2227500,1494932.34
7.49,23.9,0.94,3.06,1.72,4.34,2.31,11.53,6.98,268,61.0,207.0,0.22761194029850745,0.7723880597014925,1.0,22618.27,70367.96,160841.05,482523.14,736350.42,2010000,1273649.58
7.87,24.3,1.01,3.28,3.7,6.26,11.7,46.66,7.0,313,74.0,239.0,0.2364217252396166,0.7635782747603834,1.0,22675.83,70547.04,161250.38,483751.14,738224.39,2347500,1609275.61
7.03,25.54,0.98,2.85,1.62,6.5,2.2,6.17,6.95,301,70.0,231.0,0.23255813953488372,0.7674418604651163,1.0,22504.73,70014.72,160033.64,480100.92,732654.01,2257500,1524845.99
7.21,24.43,1.05,3.08,1.71,3.79,3.37,7.15,7.0,280,65.0,215.0,0.23214285714285715,0.7678571428571429,1.0,22674.52,70542.94,161241.0,483722.99,738181.44,2100000,1361818.56
7.63,24.69,1.04,2.93,2.37,5.28,2.35,3.87,6.92,294,62.0,232.0,0.2108843537414966,0.7891156462585034,1.0,22423.21,69761.09,159453.92,478361.75,729999.97,2205000,1475000.03
7.0,23.85,0.99,3.06,2.29,6.6,1.42,11.49,6.96,300,71.0,229.0,0.23666666666666666,0.7633333333333333,1.0,22555.51,70172.71,160394.76,481184.29,734307.28,2250000,1515692.72
6.81,25.54,0.96,2.98,1.32,2.74,0.21,4.12,7.0,254,70.0,184.0,0.2755905511811024,0.7244094488188977,1.0,22666.18,70517.0,161181.71,483545.14,737910.02,1905000,1167089.98
7.24,23.47,1.01,3.27,2.35,4.41,4.5,13.48,6.99,320,67.0,253.0,0.209375,0.790625,1.0,22637.12,70426.59,160975.07,482925.22,736964.01,2400000,1663035.99
6.62,26.41,0.91,3.12,2.29,3.42,3.03,4.06,7.0,261,55.0,206.0,0.210727969348659,0.789272030651341,1.0,22679.92,70559.75,161279.44,483838.32,738357.43,1957500,1219142.57
6.93,27.12,1.02,3.14,1.86,6.63,4.0,36.95,6.98,304,64.0,240.0,0.21052631578947367,0.7894736842105263,1.0,22625.41,70390.16,160891.79,482675.38,736582.74,2280000,1543417.26
6.75,24.9,1.11,2.91,1.82,6.58,5.26,25.87,6.97,335,84.0,251.0,0.2507462686567164,0.7492537313432835,1.0,22578.88,70245.4,160560.91,481682.73,735067.92,2512500,1777432.08
7.11,24.95,1.04,2.89,1.97,4.0,4.11,2.2,6.99,291,85.0,206.0,0.2920962199312715,0.7079037800687286,1.0,22661.43,70502.22,161147.92,483443.76,737755.33,2182500,1444744.67
7.01,26.16,1.03,2.61,1.77,4.37,5.37,2.35,6.97,297,73.0,224.0,0.24579124579124578,0.7542087542087542,1.0,22594.62,70294.38,160672.86,482018.57,735580.43,2227500,1491919.57
6.74,24.07,1.1,3.19,1.63,4.9,12.24,50.64,7.0,319,79.0,240.0,0.2476489028213166,0.7523510971786834,1.0,22664.51,70511.79,161169.82,483509.45,737855.56,2392500,1654644.44
7.53,24.49,0.97,3.14,1.58,2.86,4.23,10.38,6.98,298,65.0,233.0,0.2181208053691275,0.7818791946308725,1.0,22618.78,70369.55,160844.68,482534.03,736367.03,2235000,1498632.97
6.97,26.84,1.04,2.93,2.25,4.93,6.3,5.84,6.95,304,76.0,228.0,0.25,0.75,1.0,22528.76,70089.48,160204.52,480613.56,733436.32,2280000,1546563.68
7.42,23.38,0.95,3.05,2.55,2.43,3.46,12.96,6.96,322,87.0,235.0,0.2701863354037267,0.7298136645962733,1.0,22539.74,70123.64,160282.61,480847.82,733793.81,2415000,1681206.19
6.87,23.88,1.0,2.99,1.81,4.82,3.01,15.34,6.99,287,55.0,232.0,0.1916376306620209,0.8083623693379791,1.0,22634.85,70419.54,160958.94,482876.83,736890.16,2152500,1415609.84
7.09,26.16,0.91,2.91,2.02,6.24,0.97,9.47,6.93,327,67.0,260.0,0.20489296636085627,0.7951070336391437,1.0,22456.92,69865.97,159693.64,479080.93,731097.47,2452500,1721402.53
7.98,27.12,1.05,2.82,3.66,8.94,5.15,17.25,6.98,341,86.0,255.0,0.25219941348973607,0.7478005865102639,1.0,22605.07,70326.89,160747.19,482241.56,735920.72,2557500,1821579.28
7.06,24.97,0.95,2.57,2.03,4.8,4.32,5.73,6.99,312,74.0,238.0,0.23717948717948717,0.7628205128205128,1.0,22634.98,70419.94,160959.87,482879.62,736894.42,2340000,1603105.58
7.57,24.56,0.92,3.39,2.44,5.16,4.5,43.09,7.0,318,81.0,237.0,0.25471698113207547,0.7452830188679245,1.0,22676.45,70548.95,161254.74,483764.23,738244.37,2385000,1646755.63
6.8,26.12,1.05,3.09,1.89,4.5,4.22,20.26,6.98,276,69.0,207.0,0.25,0.75,1.0,22605.27,70327.5,160748.58,482245.74,735927.09,2070000,1334072.91
